id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,8.188164883904392e-07,3.252404789932939e-09,5.289133714336813e-12,5.288130489056186e-10,0.00010570252925390378,6.33667468719068e-06,1.2720243525166097e-08,1.3535309761891767e-08,2.73324221780058e-05,0.001474476419389248,0.10261082649230957,0.267890989780426,3.1976283025869634e-06,0.6197414398193359,0.005638745613396168,9.711212669571978e-07,4.328022315536195e-11,4.7165914907054685e-07,1.268341964788533e-08,4.7323476337624015e-07,1.6951698853517883e-06,3.12254542222945e-08,4.792905201611575e-07,6.282431854742754e-07,0.0008289675461128354,5.170558097233879e-07,0.00016637527733109891,5.711732228519395e-05,9.10248672880698e-07,4.880667347606504e-06,1.2332347978372127e-05,1.228338987857569e-05,5.118962462802301e-07,9.49090694923882e-10,3.2723182386007466e-08,2.879276337353076e-07,1.8186354282079265e-05,5.904058980377158e-06,1.3630804041042666e-08,5.198991857469082e-06,3.069682179557276e-06,2.822303486027522e-06,3.9854170609032735e-05,3.0452143619186245e-05,1.0241133168165106e-06,1.0632825251377653e-06,2.0049454178661108e-05,3.88826304487111e-09,3.6029004224502614e-09,2.7454957489680964e-06,4.642675776267424e-05,3.615741306361997e-08,4.092536528332857e-06,9.319633953452922e-09,1.2880839676654432e-05,8.179204535885276e-11,4.108105713385157e-05,1.9845791030093096e-05,0.0009983631316572428,0.0001578432129463181,2.457487369156297e-07
3126,0.0035578475799411535,3.452284727245569e-05,0.0019076440948992968,0.00842252466827631,0.000823302601929754,0.0007096452172845602,0.0014531759079545736,0.00032409001141786575,0.0026769398245960474,0.00011218895087949932,0.0002115680545102805,0.00017090400797314942,4.204919605399482e-05,0.0003846192848868668,0.000144799574627541,0.0010800703894346952,0.0001566112186992541,0.0004390963586047292,0.0008913585334084928,3.9841801481088623e-05,0.0024587116204202175,0.002399622928351164,0.0006052333628758788,0.002271142788231373,0.002097698161378503,0.00022187667491380125,0.9245378375053406,0.002080025617033243,0.002137363888323307,0.0010883125942200422,6.435278919525445e-05,4.992889444110915e-05,0.0014234777772799134,0.00011253120464971289,0.00011399708455428481,0.0034026720095425844,0.004584042821079493,0.000522255024407059,0.0005922952550463378,0.0002709828841034323,0.00039800922968424857,0.00010899141489062458,0.00021960001322440803,0.0005218576989136636,9.475344995735213e-05,5.529260670300573e-05,7.653862121514976e-05,0.002304679714143276,0.0004666057357098907,0.009320499375462532,0.001131411292590201,0.00034046420478262007,4.795171844307333e-05,0.0010790654923766851,0.0017295873258262873,0.0038140839897096157,0.0004433005815371871,0.00032470442238263786,0.0007722887094132602,9.722515096655115e-05,0.002036019926890731
3127,0.0073104300536215305,0.032608762383461,0.00026638072449713945,1.955045445356518e-05,4.6879557658030535e-07,1.7061302060028538e-05,0.0006450887303799391,0.01084616407752037,0.025575878098607063,0.006112131755799055,3.6814020859310403e-05,9.229104034602642e-05,5.67336319363676e-05,1.764779881341383e-05,0.0007215424557216465,3.0169505407684483e-05,0.00019017410522792488,1.1771484423661605e-05,1.4535372429236304e-05,6.130280235083774e-05,7.634450412297156e-06,0.0007345565245486796,0.0015317548532038927,3.404272865736857e-05,7.937954796943814e-05,2.0643319658120163e-06,0.022341288626194,0.0009912688983604312,0.001054104883223772,0.0029597149696201086,0.0061684404499828815,0.0029069012962281704,0.0008245933568105102,0.00011816187907243147,5.859849989064969e-05,6.867566116852686e-05,0.00043372903019189835,0.0024301251396536827,0.0026446166448295116,4.6664965339004993e-05,0.0027146742213517427,7.595433999085799e-05,0.00018958213331643492,0.003461462212726474,0.08487234264612198,0.747201144695282,1.5183597497525625e-05,0.001324325567111373,0.008975952863693237,0.006680770311504602,0.0035831411369144917,7.561061647720635e-05,9.240518556907773e-05,5.3005642257630825e-06,0.007785616908222437,0.0002296529128216207,0.0006304176058620214,1.2956810678588226e-05,1.2952448741998523e-05,9.044350008480251e-05,0.0018989474046975374
3128,0.002403304446488619,2.8925878723384812e-06,2.312218384759035e-05,5.341679570847191e-05,3.2596530218143016e-05,1.9056765268032905e-06,0.00012162297207396477,3.120204564766027e-05,0.0020484046544879675,0.00017826871771831065,1.871773747552652e-05,1.2280309420020785e-05,3.2096293125505326e-06,1.7193160601891577e-05,3.473037577350624e-05,2.4511025912943296e-05,4.596560302161379e-06,3.5742457839660347e-05,5.777457045041956e-05,2.1600271793431602e-05,1.5885507309576496e-05,1.895138484542258e-05,0.00036007320159114897,1.611510742804967e-05,0.00010464856313774362,2.904507482526242e-06,0.9678835272789001,7.586542051285505e-05,0.000730198691599071,0.0007117431960068643,1.3599313206213992e-05,1.5020944374555256e-05,0.0009828147012740374,7.661477866349742e-06,4.5919925469206646e-05,9.699023939901963e-05,8.929077011998743e-05,3.4428827348165214e-05,0.0002765981771517545,1.4278595699579455e-05,2.2388230718206614e-05,1.3955955182609614e-06,1.3167350516596343e-05,6.731702160323039e-05,6.549895624630153e-05,1.4740081496711355e-05,9.584613508195616e-06,0.0007460264023393393,0.0008722530910745263,0.015067007392644882,0.004272349178791046,1.952360889845295e-06,4.380901373224333e-06,2.154401499865344e-06,4.25119033025112e-05,1.214165058627259e-05,2.761258656391874e-06,0.00041247098124586046,3.00690189760644e-05,1.4250314052333124e-05,0.0017019971273839474
3129,8.270038233604282e-05,7.647410704691993e-09,7.342956678257906e-07,5.336373760655988e-06,5.802467785542831e-05,6.494855711025593e-07,1.9751712898141704e-05,4.4285445710556814e-07,1.7152504369732924e-05,3.4197439617855707e-06,3.0811897886451334e-06,3.0107912607491016e-07,8.116224137211248e-09,2.514385869289981e-06,1.6397740409956896e-06,4.5842190843359276e-07,1.7599984403204871e-07,3.23811121916151e-07,6.929411938472185e-06,3.379237227818521e-07,8.901380397219327e-07,4.162383788752777e-07,3.312961052870378e-05,1.2032667655148543e-05,2.3795526431058533e-05,3.338403189445671e-07,0.9986041188240051,6.287062319643155e-07,9.50643061514711e-06,1.749302464304492e-05,3.9285163211388863e-07,6.448283329518745e-07,3.881276370520936e-06,3.457925572547538e-07,8.895683095033746e-06,1.9153724224452162e-06,1.3214644241088536e-05,5.633633008983452e-07,8.229766535805538e-06,8.400803608310525e-08,7.30305202978343e-07,1.7931493800915632e-07,1.8857992927223677e-06,1.2439335478120483e-05,2.2004062429914484e-06,4.0123175892858853e-08,1.410845015925588e-06,7.377992005785927e-05,6.5051117417169735e-06,0.00031566686811856925,0.0003178339684382081,3.906393786223816e-08,9.341127871209665e-09,8.72087468906102e-07,5.643861413773266e-07,8.725259021957754e-07,2.9582309934994555e-07,0.0002668806700967252,1.1626514606177807e-05,8.9373781975155e-07,4.0761849959380925e-05
3130,0.0020080602262169123,3.25859787153604e-07,1.9499795598676428e-05,1.7443699107388966e-05,7.015137089183554e-05,2.0508821307885228e-07,2.2470920157502405e-05,2.1559894776146393e-06,8.94172044354491e-05,0.0005925712757743895,9.980672075471375e-07,5.582247013080632e-06,2.2761940954296733e-07,1.4621366062783636e-05,3.0194744340406032e-06,1.3067112831777195e-06,4.22812576061915e-07,5.528356723516481e-06,8.346967774741643e-07,4.5794178049618495e-07,8.516693128512998e-08,3.206583869541646e-06,0.0009711585007607937,9.519790751255641e-07,6.71892412356101e-05,8.787354843775574e-09,0.9504516124725342,8.484743375447579e-06,7.089231803547591e-05,0.023869343101978302,5.544301984627964e-06,1.5931987945805304e-05,0.0001835768489399925,4.8976935431710444e-06,3.0042552680242807e-05,0.0001572240435052663,5.295051232678816e-05,1.5434670785907656e-05,3.282106263213791e-06,1.27138446259778e-05,2.787093649203598e-07,4.359504544027004e-07,4.909138806397095e-05,9.69348184298724e-05,1.756207893777173e-05,2.2436195195041364e-06,1.1744306505079294e-07,0.0005637910217046738,0.0006470125517807901,0.013033423572778702,0.004189321771264076,1.3081238314782695e-08,2.0467203398766287e-07,6.66642918645266e-08,4.232838546158746e-05,1.512611675025255e-06,8.874948065340504e-08,0.0007541832746937871,1.0819508133863565e-05,8.784565466157801e-07,0.0018098748987540603
3131,0.005296705290675163,0.0019834127742797136,0.006813048850744963,0.022262360900640488,0.016171902418136597,0.11578978598117828,0.0013271181378513575,0.007784557528793812,0.004613090306520462,0.0005848741275258362,0.0015515242703258991,0.001843277714215219,0.00012155021249782294,0.0020869362633675337,0.0018426011083647609,0.03027842752635479,0.008954721502959728,0.0013493458973243833,0.010579618625342846,0.0004891979624517262,0.010084024630486965,0.016142042353749275,0.000755704881157726,0.04742112010717392,0.003759997896850109,0.008412888273596764,0.469930499792099,0.0009977645240724087,0.0015175046864897013,0.0013597389915958047,0.0016070264391601086,0.0008071128977462649,0.0006387142348103225,0.016602739691734314,0.005392629653215408,0.03062831424176693,0.0028725136071443558,0.0008800124051049352,0.0004038157348986715,0.0004359910381026566,0.004716068971902132,0.040983591228723526,0.00891594123095274,0.012573616579174995,0.0009083964978344738,0.00030969272484071553,0.0036302886437624693,0.0010792702669277787,0.0003865662438329309,0.0017186866607517004,0.0031893723644316196,0.002762007061392069,0.00012391034397296607,0.006346303503960371,0.0017382530495524406,0.024747058749198914,0.01839609071612358,0.00017149749328382313,0.0016281426651403308,0.0017932035261765122,0.0015078206779435277
3132,1.909956154122483e-06,0.0003524548083078116,3.8097656215541065e-05,5.114604391565081e-06,9.836761591941467e-07,3.465869667707011e-06,1.1081554475822486e-05,1.568078459968092e-06,3.222854502382688e-05,9.917983334162273e-06,1.1630569840548333e-09,2.5276074211433297e-07,4.572551404180558e-07,1.3843739488095252e-09,2.752412164852558e-08,6.409347406588495e-06,0.9728448987007141,0.00026617906405590475,0.0006435458199121058,9.670555300544947e-06,6.661184670520015e-08,6.280948241510487e-07,8.005226703744484e-09,7.48801021188683e-09,1.70130775245525e-07,1.2613732906174846e-05,7.503137021558359e-05,3.47247647303206e-10,0.0005745154339820147,2.3154649170464836e-05,3.3493770388304256e-06,7.02443401223718e-07,1.5923499177006306e-06,0.021641835570335388,0.0023197385016828775,0.00010615280916681513,1.193770486906942e-07,2.0652564103329496e-07,3.954521616833517e-06,3.557369564077817e-05,7.08307146268794e-09,0.00022119440836831927,3.6499779525911435e-05,0.000299743318464607,1.4304045180324465e-05,1.8045020055978966e-07,1.77912420440407e-06,5.142681402503513e-05,0.00022264073777478188,1.3309588211996015e-05,1.8263867787027266e-06,1.6384614355047233e-05,2.894203987580113e-07,1.205375724566693e-06,5.539170011559236e-09,6.983784714975627e-06,3.7453207824000856e-07,1.3515915497919195e-06,2.3972418716766697e-08,5.7756515161599964e-05,2.5035620637936518e-05
3133,2.0510336980805732e-05,0.00022413388069253415,1.9735500345063883e-08,4.111537421636058e-08,4.2140180234184754e-09,2.6305335723009193e-06,9.255204531655181e-06,1.0730406074799248e-06,0.969379186630249,3.274855771451257e-05,4.136247753194766e-06,0.00038308455259539187,7.197934905889269e-07,1.484515451011248e-05,4.2061469684995245e-06,1.1001524399034679e-05,7.41952026146464e-05,3.0430112019530497e-05,1.0157358474316425e-06,1.5631613905497943e-06,0.0009750390308909118,0.0005071685300208628,2.0742509931892528e-09,1.1249304634475266e-06,6.184790777297167e-07,4.563154652714729e-05,0.005962423048913479,6.526192919409368e-06,0.015789320692420006,1.8820985133061185e-05,3.4012052196885634e-07,4.325396574245133e-08,6.332835619105026e-05,1.6143580069183372e-05,1.0606844114136038e-07,1.369200981571339e-05,0.0014673435362055898,6.440617289626971e-05,0.00014281996118370444,9.147086529992521e-05,1.1600665175137692e-06,2.016406688198913e-05,5.857510586793069e-06,0.00023654682445339859,3.123247734038159e-05,0.0016583583783358335,2.874416622944409e-06,3.1274055800167844e-05,1.8768807422020473e-05,0.0010159325320273638,0.0009953600820153952,1.3454562576953322e-05,2.5031449695234187e-06,3.651804547644133e-07,1.8838449022950954e-06,2.1328554566935054e-07,2.388049688306637e-05,6.798879326197493e-07,2.19454264538399e-07,0.000577478320337832,7.134404995667865e-07
3134,5.892439276067307e-06,6.982662307564169e-05,0.00014631691738031805,5.1249626267235726e-05,2.934657743480784e-07,7.3079466922365555e-09,0.38305777311325073,4.79779345141651e-08,0.0002141847216989845,7.170223398134112e-05,5.9389197559767126e-08,5.783105194723248e-08,4.17944676200932e-07,2.017005158450047e-07,4.782250151436074e-09,7.82968712087495e-09,0.00048652189434506,0.0004296166298445314,4.591991910274373e-06,3.467946271484834e-06,1.9006763523066184e-06,1.6982035333512613e-07,4.2732994188554585e-05,5.325959406832226e-08,3.459485014900565e-05,1.1755407285818364e-05,0.007267862558364868,3.7259764212649316e-05,0.0017377262702211738,0.0002846354618668556,4.990484012523666e-05,2.8790742362616584e-05,1.2488388165365905e-05,1.6284462844851078e-07,6.639714911216288e-08,9.296162716054823e-06,0.00025014951825141907,0.035117488354444504,0.0003686589188873768,5.1998340495629236e-05,1.0796420610859059e-06,2.2087574791385123e-07,1.2631022450193541e-08,2.277338580825017e-06,1.6122596207424067e-05,0.00011994884698651731,8.833034144117846e-07,0.5593407154083252,0.0017694176640361547,0.005778695456683636,8.154202987498138e-06,2.043175072685699e-06,6.288937584031373e-07,5.5175937632157e-06,2.405042869213503e-05,0.00013375442358665168,4.2389788177388255e-06,0.0025180941447615623,1.2075359336449765e-05,0.00036186506622470915,5.042226621299051e-05
